19:53:25: Executing task 'Main.main()'...

> Task :compileJava
> Task :processResources NO-SOURCE
> Task :classes

> Task :Main.main()

№    size            threshold       cycle        fork/join    is better?  %
97   50 000          250             0,0000165    0,0001020    false       518,2 %
98   50 000          500             0,0000162    0,0001159    false       615,4 %
99   50 000          750             0,0000179    0,0001291    false       621,2 %
100  50 000          1 000           0,0000169    0,0001750    false       935,5 %
101  50 000          2 500           0,0000193    0,0001609    false       733,7 %
102  50 000          5 000           0,0000192    0,0001153    false       500,5 %
103  50 000          7 500           0,0000166    0,0000879    false       429,5 %
104  50 000          10 000          0,0000160    0,0000695    false       334,4 %
105  50 000          25 000          0,0000166    0,0001025    false       517,5 %
106  75 000          10              0,0000235    0,0008448    false       3494,9 %
107  75 000          25              0,0000257    0,0010205    false       3870,8 %
108  75 000          50              0,0000242    0,0003287    false       1258,3 %
109  75 000          75              0,0000257    0,0003906    false       1419,8 %
110  75 000          100             0,0000239    0,0002680    false       1021,3 %
111  75 000          250             0,0000242    0,0001497    false       518,6 %
112  75 000          500             0,0000244    0,0001780    false       629,5 %
113  75 000          750             0,0000240    0,0001179    false       391,3 %
114  75 000          1 000           0,0000284    0,0001884    false       563,4 %
115  75 000          2 500           0,0000339    0,0001102    false       225,1 %
116  75 000          5 000           0,0000270    0,0001685    false       524,1 %
117  75 000          7 500           0,0000277    0,0001624    false       486,3 %
118  75 000          10 000          0,0000277    0,0001180    false       326,0 %
119  75 000          25 000          0,0000307    0,0001032    false       236,2 %
120  75 000          50 000          0,0000238    0,0000870    false       265,5 %
121  100 000         10              0,0000321    0,0017803    false       5446,1 %
122  100 000         25              0,0000351    0,0006276    false       1688,0 %
123  100 000         50              0,0000354    0,0002941    false       730,8 %
124  100 000         75              0,0000324    0,0002172    false       570,4 %
125  100 000         100             0,0000329    0,0002082    false       532,8 %
126  100 000         250             0,0000357    0,0001504    false       321,3 %
127  100 000         500             0,0000492    0,0001472    false       199,2 %
128  100 000         750             0,0000382    0,0002093    false       447,9 %
129  100 000         1 000           0,0008220    0,0001508    true        -81,7 %
130  100 000         2 500           0,0000613    0,0002215    false       261,3 %
131  100 000         5 000           0,0000362    0,0001836    false       407,2 %
132  100 000         7 500           0,0000336    0,0001367    false       306,8 %
133  100 000         10 000          0,0000340    0,0001651    false       385,6 %
134  100 000         25 000          0,0000335    0,0001735    false       417,9 %
135  100 000         50 000          0,0000450    0,0001371    false       204,7 %
136  100 000         75 000          0,0000382    0,0000821    false       114,9 %
137  250 000         10              0,0001039    0,0021645    false       1983,3 %
138  250 000         25              0,0000951    0,0011769    false       1137,5 %
139  250 000         50              0,0001493    0,0010551    false       606,7 %
140  250 000         75              0,0000980    0,0009137    false       832,3 %
141  250 000         100             0,0000919    0,0007524    false       718,7 %
142  250 000         250             0,0001116    0,0004429    false       296,9 %
143  250 000         500             0,0001111    0,0003388    false       205,0 %
144  250 000         750             0,0001101    0,0003272    false       197,2 %
145  250 000         1 000           0,0020220    0,0002755    true        -86,4 %
146  250 000         2 500           0,0000929    0,0002349    false       152,9 %
147  250 000         5 000           0,0000982    0,0002252    false       129,3 %
148  250 000         7 500           0,0001404    0,0002354    false       67,7 %
149  250 000         10 000          0,0000951    0,0001661    false       74,7 %
150  250 000         25 000          0,0001030    0,0002780    false       169,9 %
151  250 000         50 000          0,0001012    0,0001796    false       77,5 %
152  250 000         75 000          0,0000968    0,0001736    false       79,3 %
153  250 000         100 000         0,0000905    0,0001808    false       99,8 %
154  500 000         10              0,0001845    0,0080407    false       4258,1 %
155  500 000         25              0,0001832    0,0017878    false       875,9 %
156  500 000         50              0,0001948    0,0018313    false       840,1 %
157  500 000         75              0,0001827    0,0009124    false       399,4 %
158  500 000         100             0,0002404    0,0006315    false       162,7 %
159  500 000         250             0,0002039    0,0005134    false       151,8 %
160  500 000         500             0,0001997    0,0024274    false       1115,5 %
161  500 000         750             0,0001875    0,0002689    false       43,4 %
162  500 000         1 000           0,0002082    0,0003265    false       56,8 %
163  500 000         2 500           0,0002427    0,0003838    false       58,1 %
164  500 000         5 000           0,0001953    0,0052809    false       2604,0 %
165  500 000         7 500           0,0002279    0,0003233    false       41,9 %
166  500 000         10 000          0,0001848    0,0002271    false       22,9 %
167  500 000         25 000          0,0001725    0,0002302    false       33,4 %
168  500 000         50 000          0,0001747    0,0001756    false        0,5 %
169  500 000         75 000          0,0001969    0,0002161    false        9,8 %
170  500 000         100 000         0,0001804    0,0002266    false       25,6 %
171  500 000         250 000         0,0001645    0,0001462    true        -11,1 %
172  750 000         10              0,0002455    0,0061703    false       2413,4 %
173  750 000         25              0,0002590    0,0027781    false       972,6 %
174  750 000         50              0,0002389    0,0017491    false       632,1 %
175  750 000         75              0,0002411    0,0016812    false       597,3 %
176  750 000         100             0,0002751    0,0010404    false       278,2 %
177  750 000         250             0,0002828    0,0006384    false       125,7 %
178  750 000         500             0,0003660    0,0004473    false       22,2 %
179  750 000         750             0,0002431    0,0005914    false       143,3 %
180  750 000         1 000           0,0002416    0,0004508    false       86,6 %
181  750 000         2 500           0,0002425    0,0004359    false       79,8 %
182  750 000         5 000           0,0002464    0,0003112    false       26,3 %
183  750 000         7 500           0,0002629    0,0003609    false       37,3 %
184  750 000         10 000          0,0002355    0,0003050    false       29,5 %
185  750 000         25 000          0,0002405    0,0004307    false       79,1 %
186  750 000         50 000          0,0002331    0,0003488    false       49,6 %
187  750 000         75 000          0,0002443    0,0003124    false       27,9 %
188  750 000         100 000         0,0002790    0,0003410    false       22,2 %
189  750 000         250 000         0,0002386    0,0003235    false       35,6 %
190  750 000         500 000         0,0002421    0,0003119    false       28,8 %
191  1 000 000       10              0,0003380    0,0102518    false       2933,1 %
192  1 000 000       25              0,0003531    0,0057065    false       1516,1 %
193  1 000 000       50              0,0003839    0,0027268    false       610,3 %
194  1 000 000       75              0,0003200    0,0018258    false       470,6 %
195  1 000 000       100             0,0003173    0,0018075    false       469,7 %
196  1 000 000       250             0,0003422    0,0007039    false       105,7 %
197  1 000 000       500             0,0003203    0,0007621    false       137,9 %
198  1 000 000       750             0,0003258    0,0005351    false       64,2 %
199  1 000 000       1 000           0,0003223    0,0004594    false       42,5 %
200  1 000 000       2 500           0,0003644    0,0004254    false       16,7 %
201  1 000 000       5 000           0,0003285    0,0003827    false       16,5 %
202  1 000 000       7 500           0,0003195    0,0003516    false       10,0 %
203  1 000 000       10 000          0,0003258    0,0003081    true        -5,4 %
204  1 000 000       25 000          0,0003200    0,0004155    false       29,8 %
205  1 000 000       50 000          0,0003347    0,0003198    true        -4,5 %
206  1 000 000       75 000          0,0003618    0,0003265    true        -9,8 %
207  1 000 000       100 000         0,0003248    0,0002975    true        -8,4 %
208  1 000 000       250 000         0,0003285    0,0003456    false        5,2 %
209  1 000 000       500 000         0,0003849    0,0003549    true        -7,8 %
210  1 000 000       750 000         0,0003366    0,0003153    true        -6,3 %
211  2 500 000       10              0,0008281    0,0284054    false       3330,2 %
212  2 500 000       25              0,0008219    0,0050645    false       516,2 %
213  2 500 000       50              0,0009344    0,0028749    false       207,7 %
214  2 500 000       75              0,0008538    0,0062955    false       637,4 %
215  2 500 000       100             0,0008769    0,0016852    false       92,2 %
216  2 500 000       250             0,0009769    0,0015594    false       59,6 %
217  2 500 000       500             0,0008230    0,0008463    false        2,8 %
218  2 500 000       750             0,0007985    0,0009476    false       18,7 %
219  2 500 000       1 000           0,0008200    0,0009088    false       10,8 %
220  2 500 000       2 500           0,0008285    0,0007389    true        -10,8 %
221  2 500 000       5 000           0,0008304    0,0008175    true        -1,6 %
222  2 500 000       7 500           0,0008209    0,0007148    true        -12,9 %
223  2 500 000       10 000          0,0008754    0,0006751    true        -22,9 %
224  2 500 000       25 000          0,0009347    0,0007522    true        -19,5 %
225  2 500 000       50 000          0,0009061    0,0006716    true        -25,9 %
226  2 500 000       75 000          0,0008131    0,0006900    true        -15,1 %
227  2 500 000       100 000         0,0009454    0,0013096    false       38,5 %
228  2 500 000       250 000         0,0010875    0,0007234    true        -33,5 %
229  2 500 000       500 000         0,0008636    0,0007100    true        -17,8 %
230  2 500 000       750 000         0,0009610    0,0009138    true        -4,9 %
231  2 500 000       1 000 000       0,0008392    0,0008142    true        -3,0 %
232  5 000 000       10              0,0016280    0,0587962    false       3511,6 %
233  5 000 000       25              0,0016000    0,0226667    false       1316,7 %
234  5 000 000       50              0,0016522    0,0105529    false       538,7 %
235  5 000 000       75              0,0018007    0,0108298    false       501,4 %
236  5 000 000       100             0,0021567    0,0032253    false       49,5 %
237  5 000 000       250             0,0016784    0,0021571    false       28,5 %
238  5 000 000       500             0,0016997    0,0016009    true        -5,8 %
239  5 000 000       750             0,0020126    0,0017183    true        -14,6 %
240  5 000 000       1 000           0,0017018    0,0014201    true        -16,6 %
241  5 000 000       2 500           0,0016968    0,0013434    true        -20,8 %
242  5 000 000       5 000           0,0016495    0,0012085    true        -26,7 %
243  5 000 000       7 500           0,0016254    0,0013193    true        -18,8 %
244  5 000 000       10 000          0,0016499    0,0011898    true        -27,9 %
245  5 000 000       25 000          0,0017358    0,0011050    true        -36,3 %
246  5 000 000       50 000          0,0016400    0,0011498    true        -29,9 %
247  5 000 000       75 000          0,0017614    0,0011667    true        -33,8 %
248  5 000 000       100 000         0,0018473    0,0011923    true        -35,5 %
249  5 000 000       250 000         0,0016320    0,0011649    true        -28,6 %
250  5 000 000       500 000         0,0018283    0,0014862    true        -18,7 %
251  5 000 000       750 000         0,0016156    0,0013161    true        -18,5 %
252  5 000 000       1 000 000       0,0016255    0,0013100    true        -19,4 %
253  5 000 000       2 500 000       0,0016178    0,0014988    true        -7,4 %
254  7 500 000       10              0,0024290    0,0733181    false       2918,4 %
255  7 500 000       25              0,0025420    0,0378611    false       1389,4 %
256  7 500 000       50              0,0024833    0,0101771    false       309,8 %
257  7 500 000       75              0,0025398    0,0054289    false       113,8 %
258  7 500 000       100             0,0026070    0,0055916    false       114,5 %
259  7 500 000       250             0,0025124    0,0029349    false       16,8 %
260  7 500 000       500             0,0025330    0,0022715    true        -10,3 %
261  7 500 000       750             0,0025186    0,0022500    true        -10,7 %
262  7 500 000       1 000           0,0025490    0,0018717    true        -26,6 %
263  7 500 000       2 500           0,0024441    0,0022810    true        -6,7 %
264  7 500 000       5 000           0,0024910    0,0018487    true        -25,8 %
265  7 500 000       7 500           0,0026546    0,0016441    true        -38,1 %
266  7 500 000       10 000          0,0024973    0,0016963    true        -32,1 %
267  7 500 000       25 000          0,0027410    0,0015851    true        -42,2 %
268  7 500 000       50 000          0,0025015    0,0017310    true        -30,8 %
269  7 500 000       75 000          0,0026204    0,0017776    true        -32,2 %
270  7 500 000       100 000         0,0027625    0,0023335    true        -15,5 %
271  7 500 000       250 000         0,0025076    0,0017438    true        -30,5 %
272  7 500 000       500 000         0,0027562    0,0017074    true        -38,1 %
273  7 500 000       750 000         0,0025932    0,0016195    true        -37,5 %
274  7 500 000       1 000 000       0,0025127    0,0021898    true        -12,9 %
275  7 500 000       2 500 000       0,0024269    0,0019448    true        -19,9 %
276  7 500 000       5 000 000       0,0025710    0,0018096    true        -29,6 %
277  10 000 000      10              0,0033176    0,0953241    false       2773,3 %
278  10 000 000      25              0,0032503    0,0201810    false       520,9 %
279  10 000 000      50              0,0033118    0,0113467    false       242,6 %
280  10 000 000      75              0,0034281    0,0096662    false       182,0 %
281  10 000 000      100             0,0034354    0,0058194    false       69,4 %
282  10 000 000      250             0,0032754    0,0070062    false       113,9 %
283  10 000 000      500             0,0039836    0,0031271    true        -21,5 %
284  10 000 000      750             0,0032574    0,0026832    true        -17,6 %
285  10 000 000      1 000           0,0033719    0,0024696    true        -26,8 %
286  10 000 000      2 500           0,0033516    0,0022643    true        -32,4 %
287  10 000 000      5 000           0,0032676    0,0022128    true        -32,3 %
288  10 000 000      7 500           0,0032586    0,0022308    true        -31,5 %
289  10 000 000      10 000          0,0036822    0,0025803    true        -29,9 %
290  10 000 000      25 000          0,0032694    0,0023417    true        -28,4 %
291  10 000 000      50 000          0,0033328    0,0022618    true        -32,1 %
292  10 000 000      75 000          0,0033872    0,0023142    true        -31,7 %
293  10 000 000      100 000         0,0033277    0,0022528    true        -32,3 %
294  10 000 000      250 000         0,0032544    0,0022567    true        -30,7 %
295  10 000 000      500 000         0,0033115    0,0023413    true        -29,3 %
296  10 000 000      750 000         0,0033118    0,0021439    true        -35,3 %
297  10 000 000      1 000 000       0,0033188    0,0021768    true        -34,4 %
298  10 000 000      2 500 000       0,0033298    0,0022898    true        -31,2 %
299  10 000 000      5 000 000       0,0032437    0,0026724    true        -17,6 %
300  10 000 000      7 500 000       0,0036214    0,0022614    true        -37,6 %
301  25 000 000      10              0,0082430    0,1883324    false       2184,8 %
302  25 000 000      25              0,0085241    0,0376914    false       342,2 %
303  25 000 000      50              0,0096123    0,0398502    false       314,6 %
304  25 000 000      75              0,0084651    0,0216505    false       155,8 %
305  25 000 000      100             0,0085924    0,0118176    false       37,5 %
306  25 000 000      250             0,0082557    0,0085948    false        4,1 %
307  25 000 000      500             0,0089044    0,0069341    true        -22,1 %
308  25 000 000      750             0,0088040    0,0067206    true        -23,7 %
309  25 000 000      1 000           0,0088558    0,0055916    true        -36,9 %
310  25 000 000      2 500           0,0084482    0,0054669    true        -35,3 %
311  25 000 000      5 000           0,0083803    0,0054554    true        -34,9 %
312  25 000 000      7 500           0,0092819    0,0052068    true        -43,9 %
313  25 000 000      10 000          0,0092490    0,0056350    true        -39,1 %
314  25 000 000      25 000          0,0083755    0,0050571    true        -39,6 %
315  25 000 000      50 000          0,0082755    0,0051778    true        -37,4 %
316  25 000 000      75 000          0,0082701    0,0050922    true        -38,4 %
317  25 000 000      100 000         0,0084350    0,0053136    true        -37,0 %
318  25 000 000      250 000         0,0089534    0,0058358    true        -34,8 %
319  25 000 000      500 000         0,0082071    0,0051993    true        -36,6 %
320  25 000 000      750 000         0,0084983    0,0050467    true        -40,6 %
321  25 000 000      1 000 000       0,0083524    0,0052325    true        -37,4 %
322  25 000 000      2 500 000       0,0086822    0,0048541    true        -44,1 %
323  25 000 000      5 000 000       0,0083516    0,0056336    true        -32,5 %
324  25 000 000      7 500 000       0,0083652    0,0066171    true        -20,9 %
325  25 000 000      10 000 000      0,0083408    0,0067355    true        -19,2 %
326  50 000 000      10              0,0168278    0,3586608    false       2031,4 %
327  50 000 000      25              0,0170668    0,0776055    false       354,7 %
328  50 000 000      50              0,0168794    0,0422369    false       150,2 %
329  50 000 000      75              0,0168536    0,0412504    false       144,8 %
330  50 000 000      100             0,0166123    0,0240909    false       45,0 %
331  50 000 000      250             0,0186932    0,0168648    true        -9,8 %
332  50 000 000      500             0,0165228    0,0126570    true        -23,4 %
333  50 000 000      750             0,0164069    0,0129563    true        -21,0 %
334  50 000 000      1 000           0,0168492    0,0107630    true        -36,1 %
335  50 000 000      2 500           0,0170618    0,0105877    true        -37,9 %
336  50 000 000      5 000           0,0165269    0,0104251    true        -36,9 %
337  50 000 000      7 500           0,0167931    0,0102733    true        -38,8 %
338  50 000 000      10 000          0,0171805    0,0102054    true        -40,6 %
339  50 000 000      25 000          0,0166083    0,0096636    true        -41,8 %
340  50 000 000      50 000          0,0166056    0,0097520    true        -41,3 %
341  50 000 000      75 000          0,0166086    0,0097685    true        -41,2 %
342  50 000 000      100 000         0,0161379    0,0097245    true        -39,7 %
343  50 000 000      250 000         0,0164342    0,0100312    true        -39,0 %
344  50 000 000      500 000         0,0168245    0,0098961    true        -41,2 %
345  50 000 000      750 000         0,0168272    0,0097624    true        -42,0 %
346  50 000 000      1 000 000       0,0163818    0,0100541    true        -38,6 %
347  50 000 000      2 500 000       0,0170723    0,0099760    true        -41,6 %
348  50 000 000      5 000 000       0,0169524    0,0102695    true        -39,4 %
349  50 000 000      7 500 000       0,0165360    0,0107553    true        -35,0 %
350  50 000 000      10 000 000      0,0166752    0,0101608    true        -39,1 %
351  50 000 000      25 000 000      0,0168963    0,0115582    true        -31,6 %
352  75 000 000      10              0,0252004    0,3977974    false       1478,5 %
353  75 000 000      25              0,0251053    0,1711848    false       581,9 %
354  75 000 000      50              0,0253410    0,0804957    false       217,7 %
355  75 000 000      75              0,0249109    0,0453958    false       82,2 %
356  75 000 000      100             0,0253068    0,0434290    false       71,6 %
357  75 000 000      250             0,0247752    0,0260636    false        5,2 %
358  75 000 000      500             0,0251312    0,0218167    true        -13,2 %
359  75 000 000      750             0,0253542    0,0169849    true        -33,0 %
360  75 000 000      1 000           0,0244142    0,0170624    true        -30,1 %
361  75 000 000      2 500           0,0256612    0,0154861    true        -39,7 %
362  75 000 000      5 000           0,0254081    0,0148307    true        -41,6 %
363  75 000 000      7 500           0,0254283    0,0151416    true        -40,5 %
364  75 000 000      10 000          0,0254318    0,0149487    true        -41,2 %
365  75 000 000      25 000          0,0256630    0,0144095    true        -43,9 %
366  75 000 000      50 000          0,0252329    0,0144252    true        -42,8 %
367  75 000 000      75 000          0,0263995    0,0145693    true        -44,8 %
368  75 000 000      100 000         0,0253866    0,0147329    true        -42,0 %
369  75 000 000      250 000         0,0245391    0,0151358    true        -38,3 %
370  75 000 000      500 000         0,0244291    0,0145251    true        -40,5 %
371  75 000 000      750 000         0,0246385    0,0143171    true        -41,9 %
372  75 000 000      1 000 000       0,0246965    0,0150593    true        -39,0 %
373  75 000 000      2 500 000       0,0245480    0,0143951    true        -41,4 %
374  75 000 000      5 000 000       0,0254311    0,0154077    true        -39,4 %
375  75 000 000      7 500 000       0,0257343    0,0147212    true        -42,8 %
376  75 000 000      10 000 000      0,0255027    0,0160149    true        -37,2 %
377  75 000 000      25 000 000      0,0249329    0,0171936    true        -31,0 %
378  75 000 000      50 000 000      0,0251500    0,0164254    true        -34,7 %
379  100 000 000     10              0,0334554    0,6709699    false       1905,6 %
380  100 000 000     25              0,0332121    0,1456260    false       338,5 %
381  100 000 000     50              0,0338897    0,0816476    false       140,9 %
382  100 000 000     75              0,0336028    0,0817137    false       143,2 %
383  100 000 000     100             0,0341887    0,0449013    false       31,3 %
384  100 000 000     250             0,0334125    0,0313039    true        -6,3 %
385  100 000 000     500             0,0334300    0,0256800    true        -23,2 %
386  100 000 000     750             0,0338095    0,0238798    true        -29,4 %
387  100 000 000     1 000           0,0359901    0,0225495    true        -37,3 %
388  100 000 000     2 500           0,0331407    0,0204328    true        -38,3 %
389  100 000 000     5 000           0,0336229    0,0201396    true        -40,1 %
390  100 000 000     7 500           0,0325809    0,0196939    true        -39,6 %
391  100 000 000     10 000          0,0331581    0,0196236    true        -40,8 %
392  100 000 000     25 000          0,0341321    0,0192882    true        -43,5 %
393  100 000 000     50 000          0,0329364    0,0195814    true        -40,5 %
394  100 000 000     75 000          0,0338338    0,0195119    true        -42,3 %
395  100 000 000     100 000         0,0338964    0,0194316    true        -42,7 %
396  100 000 000     250 000         0,0337147    0,0191765    true        -43,1 %
397  100 000 000     500 000         0,0335907    0,0193635    true        -42,4 %
398  100 000 000     750 000         0,0350609    0,0195108    true        -44,4 %
399  100 000 000     1 000 000       0,0325349    0,0193542    true        -40,5 %
400  100 000 000     2 500 000       0,0341495    0,0200889    true        -41,2 %
401  100 000 000     5 000 000       0,0325538    0,0196228    true        -39,7 %
402  100 000 000     7 500 000       0,0340671    0,0202844    true        -40,5 %
403  100 000 000     10 000 000      0,0334992    0,0189561    true        -43,4 %
404  100 000 000     25 000 000      0,0454017    0,0204109    true        -55,0 %
405  100 000 000     50 000 000      0,0341919    0,0231793    true        -32,2 %
406  100 000 000     75 000 000      0,0327796    0,0211735    true        -35,4 %
407  250 000 000     10              0,0848399    1,2190248    false       1336,9 %
408  250 000 000     25              0,0798249    0,8347227    false       945,7 %
409  250 000 000     50              0,1086752    0,3203711    false       194,8 %
410  250 000 000     75              0,0828026    0,1579372    false       90,7 %
411  250 000 000     100             0,0822672    0,1794433    false       118,1 %
412  250 000 000     250             0,0839810    0,0700406    true        -16,6 %
413  250 000 000     500             0,0836032    0,0591700    true        -29,2 %
414  250 000 000     750             0,0830499    0,0592549    true        -28,7 %
415  250 000 000     1 000           0,0824489    0,0531349    true        -35,6 %
416  250 000 000     2 500           0,0862170    0,0506825    true        -41,2 %
417  250 000 000     5 000           0,0826752    0,0486514    true        -41,2 %
418  250 000 000     7 500           0,0841557    0,0487816    true        -42,0 %
419  250 000 000     10 000          0,0836221    0,0485651    true        -41,9 %
420  250 000 000     25 000          0,0823829    0,0481134    true        -41,6 %
421  250 000 000     50 000          0,0825307    0,0469981    true        -43,1 %
422  250 000 000     75 000          0,0821328    0,0479359    true        -41,6 %
423  250 000 000     100 000         0,0846357    0,0479386    true        -43,4 %
424  250 000 000     250 000         0,0832828    0,0480797    true        -42,3 %
425  250 000 000     500 000         0,0837321    0,0483325    true        -42,3 %
426  250 000 000     750 000         0,0837160    0,0486256    true        -41,9 %
427  250 000 000     1 000 000       0,0835162    0,0482893    true        -42,2 %
428  250 000 000     2 500 000       0,0836397    0,0489962    true        -41,4 %
429  250 000 000     5 000 000       0,0825565    0,0485306    true        -41,2 %
430  250 000 000     7 500 000       0,0828659    0,0480886    true        -42,0 %
431  250 000 000     10 000 000      0,0849972    0,0482171    true        -43,3 %
432  250 000 000     25 000 000      0,0817685    0,0481614    true        -41,1 %
433  250 000 000     50 000 000      0,0845658    0,0490089    true        -42,0 %
434  250 000 000     75 000 000      0,0818065    0,0636691    true        -22,2 %
435  250 000 000     100 000 000     0,0832716    0,0629863    true        -24,4 %
436  500 000 000     10              0,1665949    2,4851857    false       1391,8 %
437  500 000 000     25              0,1649311    1,2092010    false       633,2 %
438  500 000 000     50              0,1695758    0,6276746    false       270,1 %
439  500 000 000     75              0,1691999    0,3497558    false       106,7 %
440  500 000 000     100             0,1671174    0,3207227    false       91,9 %
441  500 000 000     250             0,1754361    0,1482299    true        -15,5 %
442  500 000 000     500             0,1698195    0,1183281    true        -30,3 %
443  500 000 000     750             0,1658939    0,1179970    true        -28,9 %
444  500 000 000     1 000           0,1661420    0,1071883    true        -35,5 %
