8:30:24: Executing task 'Main.main()'...

> Task :compileJava
> Task :processResources NO-SOURCE
> Task :classes

> Task :Main.main()

№    size            threshold       cycle        fork/join    is better?  %
396  100 000 000     250 000         0,0339613    0,0194554    true        -42,7 %
397  100 000 000     500 000         0,0332514    0,0193753    true        -41,7 %
398  100 000 000     750 000         0,0334193    0,0193430    true        -42,1 %
399  100 000 000     1 000 000       0,0339149    0,0196070    true        -42,2 %
400  100 000 000     2 500 000       0,0343452    0,0201336    true        -41,4 %
401  100 000 000     5 000 000       0,0335506    0,0195332    true        -41,8 %
402  100 000 000     7 500 000       0,0338788    0,0194757    true        -42,5 %
403  100 000 000     10 000 000      0,0332823    0,0194122    true        -41,7 %
404  100 000 000     25 000 000      0,0325550    0,0198846    true        -38,9 %
405  100 000 000     50 000 000      0,0339964    0,0228373    true        -32,8 %
406  100 000 000     75 000 000      0,0343639    0,0220411    true        -35,9 %
407  250 000 000     10              0,0810735    1,1899672    false       1367,8 %
408  250 000 000     25              0,0844553    0,5674142    false       571,9 %
409  250 000 000     50              0,0843382    0,3090122    false       266,4 %
410  250 000 000     75              0,0846859    0,1932583    false       128,2 %
411  250 000 000     100             0,0846147    0,1603064    false       89,5 %
412  250 000 000     250             0,0823261    0,1150805    false       39,8 %
413  250 000 000     500             0,0836197    0,0911223    false        9,0 %
414  250 000 000     750             0,0849494    0,0633814    true        -25,4 %
415  250 000 000     1 000           0,0829195    0,0539158    true        -35,0 %
416  250 000 000     2 500           0,0827222    0,0491941    true        -40,5 %
417  250 000 000     5 000           0,0855764    0,0491304    true        -42,6 %
418  250 000 000     7 500           0,0843333    0,0481656    true        -42,9 %
419  250 000 000     10 000          0,0853384    0,0484939    true        -43,2 %
420  250 000 000     25 000          0,0879049    0,0480032    true        -45,4 %
421  250 000 000     50 000          0,0838347    0,0481824    true        -42,5 %
422  250 000 000     75 000          0,0835670    0,0474771    true        -43,2 %
423  250 000 000     100 000         0,0845976    0,0485539    true        -42,6 %
424  250 000 000     250 000         0,0843737    0,0477716    true        -43,4 %
425  250 000 000     500 000         0,0846566    0,0476305    true        -43,7 %
426  250 000 000     750 000         0,0841878    0,0480501    true        -42,9 %
427  250 000 000     1 000 000       0,0834837    0,0484115    true        -42,0 %
428  250 000 000     2 500 000       0,0836858    0,0493257    true        -41,1 %
429  250 000 000     5 000 000       0,0841286    0,0477865    true        -43,2 %
430  250 000 000     7 500 000       0,0846144    0,0477246    true        -43,6 %
431  250 000 000     10 000 000      0,0828877    0,0479503    true        -42,2 %
432  250 000 000     25 000 000      0,0833957    0,0472220    true        -43,4 %
433  250 000 000     50 000 000      0,0822749    0,0501860    true        -39,0 %
434  250 000 000     75 000 000      0,0850311    0,0581331    true        -31,6 %
435  250 000 000     100 000 000     0,0849828    0,0581539    true        -31,6 %
436  500 000 000     10              0,1631044    2,3620100    false       1348,2 %
437  500 000 000     25              0,1641456    1,0911309    false       564,7 %
438  500 000 000     50              0,1693855    0,6123891    false       261,5 %
439  500 000 000     75              0,1652850    0,3646971    false       120,6 %
440  500 000 000     100             0,1649242    0,3449343    false       109,1 %
441  500 000 000     250             0,1675862    0,1496859    true        -10,7 %
442  500 000 000     500             0,1663342    0,1202466    true        -27,7 %
