8:30:24: Executing task 'Main.main()'...

> Task :compileJava
> Task :processResources NO-SOURCE
> Task :classes

> Task :Main.main()

№    size            threshold       cycle        fork/join    is better?  %
443  500 000 000     750             0,1649232    0,1209943    true        -26,6 %
444  500 000 000     1 000           0,1655195    0,1085882    true        -34,4 %
445  500 000 000     2 500           0,1658186    0,1033467    true        -37,7 %
446  500 000 000     5 000           0,1634985    0,1014403    true        -38,0 %
447  500 000 000     7 500           0,1655642    0,1045016    true        -36,9 %
448  500 000 000     10 000          0,1657219    0,0995927    true        -39,9 %
449  500 000 000     25 000          0,1657978    0,0971740    true        -41,4 %
450  500 000 000     50 000          0,1679986    0,0982602    true        -41,5 %
451  500 000 000     75 000          0,1669153    0,0972615    true        -41,7 %
452  500 000 000     100 000         0,1676130    0,0995670    true        -40,6 %
453  500 000 000     250 000         0,1675879    0,0974177    true        -41,9 %
454  500 000 000     500 000         0,1742431    0,0977749    true        -43,9 %
455  500 000 000     750 000         0,1668755    0,0984722    true        -41,0 %
456  500 000 000     1 000 000       0,1746872    0,0985728    true        -43,6 %
457  500 000 000     2 500 000       0,1685587    0,1002441    true        -40,5 %
458  500 000 000     5 000 000       0,1674228    0,0976933    true        -41,6 %
459  500 000 000     7 500 000       0,1670697    0,0979729    true        -41,4 %
460  500 000 000     10 000 000      0,1684622    0,0968676    true        -42,5 %
461  500 000 000     25 000 000      0,1680700    0,0990926    true        -41,0 %
462  500 000 000     50 000 000      0,1672785    0,0978691    true        -41,5 %
463  500 000 000     75 000 000      0,1926327    0,1006229    true        -47,8 %
464  500 000 000     100 000 000     0,1658528    0,1017537    true        -38,6 %
465  500 000 000     250 000 000     0,1678206    0,1150428    true        -31,4 %
466  750 000 000     10              0,2474413    5,2404312    false       2017,8 %
467  750 000 000     25              0,2484060    1,2588139    false       406,8 %
468  750 000 000     50              0,2468149    0,6513691    false       163,9 %
469  750 000 000     75              0,2484579    0,6617439    false       166,3 %
470  750 000 000     100             0,2483342    0,3680372    false       48,2 %
471  750 000 000     250             0,2506660    0,2365664    true        -5,6 %
472  750 000 000     500             0,2511748    0,2268804    true        -9,7 %
473  750 000 000     750             0,2487482    0,1688721    true        -32,1 %
474  750 000 000     1 000           0,2584480    0,1711186    true        -33,8 %
475  750 000 000     2 500           0,2487727    0,1578699    true        -36,5 %
476  750 000 000     5 000           0,2627583    0,1546765    true        -41,1 %
477  750 000 000     7 500           0,2473942    0,1506368    true        -39,1 %
478  750 000 000     10 000          0,2493058    0,1497616    true        -39,9 %
479  750 000 000     25 000          0,2559936    0,1488367    true        -41,9 %
480  750 000 000     50 000          0,2667066    0,1496348    true        -43,9 %
481  750 000 000     75 000          0,2477114    0,1486245    true        -40,0 %
482  750 000 000     100 000         0,2455724    0,1484256    true        -39,6 %
483  750 000 000     250 000         0,2447403    0,1484069    true        -39,4 %
484  750 000 000     500 000         0,2457535    0,1483473    true        -39,6 %
485  750 000 000     750 000         0,2465389    0,1459029    true        -40,8 %
486  750 000 000     1 000 000       0,2461703    0,1472835    true        -40,2 %
487  750 000 000     2 500 000       0,2479671    0,1475816    true        -40,5 %
488  750 000 000     5 000 000       0,2464496    0,1473008    true        -40,2 %
489  750 000 000     7 500 000       0,2485889    0,1483477    true        -40,3 %
490  750 000 000     10 000 000      0,2466644    0,1471682    true        -40,3 %
491  750 000 000     25 000 000      0,2499422    0,1476476    true        -40,9 %
492  750 000 000     50 000 000      0,2474512    0,1478499    true        -40,3 %
493  750 000 000     75 000 000      0,2465810    0,1475439    true        -40,2 %
494  750 000 000     100 000 000     0,2472766    0,1597149    true        -35,4 %
495  750 000 000     250 000 000     0,2544074    0,1749895    true        -31,2 %
496  750 000 000     500 000 000     0,2501622    0,1615551    true        -35,4 %
497  1 000 000 000   10              0,3294053    5,2646552    false       1498,2 %
498  1 000 000 000   25              0,3309020    3,1701352    false       858,0 %
499  1 000 000 000   50              0,3308994    2,0203433    false       510,6 %
500  1 000 000 000   75              0,3303774    0,7817478    false       136,6 %
501  1 000 000 000   100             0,3295163    0,6711252    false       103,7 %
502  1 000 000 000   250             0,3298340    0,2792723    true        -15,3 %
503  1 000 000 000   500             0,3261680    0,2424646    true        -25,7 %
504  1 000 000 000   750             0,3288457    0,2477976    true        -24,6 %
505  1 000 000 000   1 000           0,3277286    0,2227473    true        -32,0 %
506  1 000 000 000   2 500           0,3295185    0,2112453    true        -35,9 %
507  1 000 000 000   5 000           0,3316139    0,2043859    true        -38,4 %
508  1 000 000 000   7 500           0,3250797    0,2059320    true        -36,7 %
509  1 000 000 000   10 000          0,3322814    0,2023078    true        -39,1 %
510  1 000 000 000   25 000          0,3312523    0,2036259    true        -38,5 %
511  1 000 000 000   50 000          0,3271145    0,1976329    true        -39,6 %
512  1 000 000 000   75 000          0,3235023    0,2007197    true        -38,0 %
513  1 000 000 000   100 000         0,3322354    0,2005620    true        -39,6 %
514  1 000 000 000   250 000         0,3309374    0,2001493    true        -39,5 %
515  1 000 000 000   500 000         0,3321111    0,2011595    true        -39,4 %
516  1 000 000 000   750 000         0,3290184    0,2005532    true        -39,0 %
517  1 000 000 000   1 000 000       0,3314813    0,1991633    true        -39,9 %
518  1 000 000 000   2 500 000       0,3322456    0,1989207    true        -40,1 %
519  1 000 000 000   5 000 000       0,3302455    0,1980477    true        -40,0 %
520  1 000 000 000   7 500 000       0,3272621    0,1972199    true        -39,7 %
521  1 000 000 000   10 000 000      0,3320033    0,1986753    true        -40,2 %
522  1 000 000 000   25 000 000      0,3286732    0,1982750    true        -39,7 %
523  1 000 000 000   50 000 000      0,3301465    0,2031977    true        -38,5 %
524  1 000 000 000   75 000 000      0,3277699    0,1991860    true        -39,2 %
525  1 000 000 000   100 000 000     0,3553503    0,1992524    true        -43,9 %
526  1 000 000 000   250 000 000     0,3283122    0,2069871    true        -37,0 %
527  1 000 000 000   500 000 000     0,3374517    0,2320182    true        -31,2 %
528  1 000 000 000   750 000 000     0,3297442    0,2210660    true        -33,0 %
BUILD SUCCESSFUL in 16m 32s
2 actionable tasks: 2 executed
8:46:57: Task execution finished 'Main.main()'.
